88.7,0.1079,0.5
64.3,0.2630,0.5
51.8,0.2630,0.5
286.8,0.2630,0.5
45.6,0.1325,0.5
99.3,0.2630,0.5
115.9,0.1079,0.5
191.0,0.1079,0.5
56.4,0.1079,0.5
47.3,0.3127,0.5
99.2,0.1079,0.5
97.2,0.3127,0.5
56.7,0.1325,0.5
117.5,0.3127,0.5
25.6,0.1325,0.5
163.0,0.3127,0.5
189.3,0.3127,0.5
65.8,0.3938,0.5
42.4,0.1079,0.5
66.0,0.3938,0.5
72.1,0.3938,0.5
94.1,0.3127,0.5
31.9,0.1079,0.5
238.2,0.3127,0.5
430.7,0.3127,0.5
268.6,0.3127,0.5
336.5,0.3127,0.5
30.2,0.1603,0.5
289.0,0.3127,0.5
214.5,0.3127,0.5
183.2,0.3127,0.5
208.0,0.1079,0.5
273.6,0.3127,0.5
40.5,0.3127,0.5
59.2,0.3127,0.5
58.5,0.3127,0.5
41.7,0.1079,0.5
116.6,0.1079,0.5
217.2,0.2101,0.5
101.8,0.1079,0.5
66.7,0.2101,0.5
63.4,0.2101,0.5
53.4,0.1079,0.5
14.8,0.1079,0.5
86.8,0.2101,0.5
60.8,0.2101,0.5
38.8,0.1079,0.5
80.5,0.2101,0.5
42.1,0.1079,0.5
148.7,0.2101,0.5
59.7,0.1603,0.5
46.5,0.1079,0.5
135.6,0.1603,0.5
150.3,0.1603,0.5
33.4,0.1079,0.5
40.6,0.2101,0.5
137.5,0.1603,0.5
114.0,0.1603,0.5
20.2,0.1079,0.5
81.6,0.1603,0.5
56.5,0.1325,0.5
70.3,0.1079,0.5
22.2,0.1079,0.5
72.3,0.1079,0.5
59.9,0.1325,0.5
46.5,0.1079,0.5
72.0,0.1325,0.5
101.5,0.1079,0.5
17.9,0.1079,0.5
173.6,0.1079,0.5
100.4,0.1603,0.5
40.4,0.1079,0.5
116.1,0.1603,0.5
134.3,0.1603,0.5
58.9,0.1603,0.5
133.0,0.2630,0.5
113.9,0.1079,0.5
167.5,0.2630,0.5
134.9,0.1603,0.5
79.7,0.1079,0.5
103.9,0.1079,0.5
209.9,0.3127,0.5
296.3,0.3127,0.5
320.9,0.3938,0.5
55.4,0.3127,0.5
94.3,0.2101,0.5
55.4,0.1079,0.5
77.0,0.1603,0.5
103.7,0.2101,0.5
47.2,0.1079,0.5
69.3,0.1079,0.5
138.7,0.2101,0.5
51.7,0.2101,0.5
47.2,0.1603,0.5
169.5,0.2101,0.5
177.2,0.1603,0.5
52.7,0.2101,0.5
145.0,0.1603,0.5
122.4,0.1603,0.5
51.6,0.1079,0.5
108.1,0.1603,0.5
153.8,0.2101,0.5
93.8,0.2101,0.5
38.1,0.1079,0.5
28.6,0.2101,0.5
94.8,0.2101,0.5
125.9,0.1603,0.5
58.8,0.1079,0.5
103.5,0.1603,0.5
36.6,0.1325,0.5
54.1,0.1079,0.5
76.1,0.1079,0.5
66.0,0.1079,0.5
77.3,0.1603,0.5
66.6,0.1603,0.5
65.6,0.1079,0.5
46.9,0.2101,0.5
189.4,0.1079,0.5
104.1,0.1079,0.5
104.2,0.1603,0.5
77.7,0.1079,0.5
130.4,0.2101,0.5
38.5,0.1079,0.5
84.2,0.2101,0.5
101.2,0.2101,0.5
63.6,0.1325,0.5
184.1,0.1603,0.5
40.0,0.2101,0.5
205.7,0.2101,0.5
80.2,0.2101,0.5
42.9,0.1079,0.5
48.7,0.1603,0.5
91.0,0.2101,0.5
33.7,0.2101,0.5
102.1,0.1079,0.5
65.6,0.1079,0.5
69.4,0.2101,0.5
75.1,0.1079,0.5
58.0,0.1079,0.5
110.1,0.2630,0.5
54.5,0.1079,0.5
43.8,0.2630,0.5
50.5,0.1079,0.5
47.5,0.2630,0.5
51.8,0.2630,0.5
41.0,0.1325,0.5
74.7,0.1603,0.5
37.7,0.1079,0.5
70.6,0.1079,0.5
143.1,0.1603,0.5
20.6,0.1603,0.5
105.6,0.2101,0.5
75.6,0.1325,0.5
150.7,0.1079,0.5
172.1,0.2101,0.5
151.4,0.1079,0.5
59.8,0.3938,0.5
231.3,0.1603,0.5
228.9,0.3938,0.5
